Tipo;Descripcion;Habitaciones;Baños;Área;Barrio;UPZ;Zona;Valor
Apartamento;Apartamento en venta en USAQUEN;4;6;307;USAQUEN;USAQUEN;USAQUEN;$ 1.500.000.000
Casa;Casa en venta en USAQUEN;3;4;246;USAQUEN;USAQUEN;USAQUEN;$ 1.350.000.000
Apartamento;Apartamento en venta en Chapinero;1;2;46;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 365.000.000
Casa;Casa en venta en Engativa;5;3;210;Engativa;Engativa;Engativa;$ 310.000.000
Apartamento;Apartamento en venta en Puente Aranda;3;2;64;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;PUENTE ARANDA;$ 228.000.000
Apartamento;Apartamento en venta en Santa Barbara;2;2;70;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 680.000.000
Apartamento;Apartamento en venta en Santa Barbara;2;2;63;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 310.000.000
Casa;Casa en venta en Puente Largo;2;4;189;Puente Largo;La Alhambra;La Alhambra;$ 950.000.000
Apartamento;Apartamento en venta en Cedritos;3;3;89;Cedritos;USAQUEN;USAQUEN;$ 420.000.000
Apartamento;Apartamento en venta en San Patricio;1;1;47;San Patricio;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 430.000.000
Apartamento;Apartamento en venta en Chapinero;3;2;126;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 895.000.000
Apartamento;Apartamento en venta en Chapinero;2;2;58;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 435.000.000
Casa;Casa en venta en Barrios Unidos;3;4;190;Barrios Unidos;Los Andes;Los Andes;$ 897.000.000
Apartamento;Apartamento en venta en San Patricio;1;1;47;San Patricio;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 430.000.000
Apartamento;Apartamento en venta en Antonio Nariño;4;3;162;Antonio Nariño;Restrepo;Restrepo;$ 390.000.000
Apartamento;Apartamento en venta en Pasadena ;2;2;71;Pasadena ;;0;$ 360.000.000
Apartamento;Apartamento en venta en Teusaquillo;2;1;59;Teusaquillo;Teusaquillo;Teusaquillo;$ 350.000.000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;71;Barrios Unidos;Los Andes;Los Andes;$ 520.000.000
Apartamento;Apartamento en venta en Cedritos;2;2;79;Cedritos;USAQUEN;USAQUEN;$ 330.000.000
Apartamento;Apartamento en venta en Kennedy;3;2;81;Kennedy;Kennedy Central;Kennedy Central;$ 360.000.000
Casa;Casa en venta en USAQUEN;4;4;280;USAQUEN;USAQUEN;USAQUEN;$ 1.090.000.000
Casa;Casa en venta en Suba;4;3;130;Suba;Suba;Suba;$ 390.000.000
Local;Local en venta en Marly;11;9;486;Marly;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 3.300.000.000
Casa;Casa en venta en Engativa;2;2;61;Engativa;Engativa;Engativa;$ 220.000.000
Apartamento;Apartamento en venta en Cedritos;3;3;89;Cedritos;USAQUEN;USAQUEN;$ 420.000.000
Casa;Casa en venta en Ciudad Salitre;4;2;104;Ciudad Salitre;Ciudad Salitre Oriental;Ciudad Salitre Oriental;$ 790.000.000
Casa;Casa en venta en Barrios Unidos;2;2;111;Barrios Unidos;Los Andes;Los Andes;$ 720.000.000
Casa;Casa en venta en Suba;3;3;74;Suba;Suba;Suba;$ 290.000.000
Casa;Casa en venta en La Calleja;3;4;410;La Calleja;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 4.200.000.000
Apartamento;Apartamento en venta en Cedritos;4;3;137;Cedritos;USAQUEN;USAQUEN;$ 800.000.000
Apartamento;Apartamento en venta en Lagos De Cordoba;3;3;100;Lagos De Cordoba;Niza;Niza;$ 520.000.000
Apartamento;Apartamento en venta en Fontibon;3;1;56;Fontibon;Fontibon;Fontibon;$ 155.000.000
Apartamento;Apartamento en venta en Las Nieves;3;2;67;Las Nieves;SANTA FE: Las Nieves + Sagrado Corazon;SANTA FE;$ 320.000.000
Apartamento;Apartamento en venta en Bosa;3;1;45;Bosa;Bosa Central;Bosa Central;$ 136.000.000
Apartamento;Apartamento en venta en Teusaquillo;3;2;67;Teusaquillo;Teusaquillo;Teusaquillo;$ 395.000.000
Casa;Casa en venta en Kennedy;8;4;120;Kennedy;Kennedy Central;Kennedy Central;$ 860.000.000
Apartamento;Apartamento en venta en El Chico;3;5;277;El Chico;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 2.700.000.000
Apartamento;Apartamento en venta en Quinta Paredes;2;2;72;Quinta Paredes;Teusaquillo;Teusaquillo;$ 390.000.000
Apartamento;Apartamento en venta en Teusaquillo;4;4;237;Teusaquillo;Teusaquillo;Teusaquillo;$ 995.000.000
Apartamento;Apartamento en venta en Metropolis;4;3;91;Metropolis;Las Ferias;Las Ferias;$ 390.000.000
Edificio;Edificio en venta en Restrepo;12;7;365;Restrepo;Restrepo;Restrepo;$ 1.500.000.000
Local;Local en venta en Veraguas;2;1;162;Veraguas;Santa Isabel;Santa Isabel;$ 700.000.000
Oficina/Consultorio;Oficina/Consultorio en venta en Chico Reservado;3;2;67;Chico Reservado;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 470.000.000
Apartamento;Apartamento en venta en Rafael Uribe Uribe;3;1;70;Rafael Uribe Uribe;Los Alcazares;Los Alcazares;$ 140.000.000
Edificio;Edificio en venta en Kennedy;13;6;120;Kennedy;Kennedy Central;Kennedy Central;$ 1.700.000.000
Casa;Casa en venta en Barrios Unidos;8;3;290;Barrios Unidos;Los Andes;Los Andes;$ 2.500.000.000
Casa;Casa en venta en Bosque Popular;4;2;150;Bosque Popular;Las Ferias;Las Ferias;$ 750.000.000
Casa;Casa en venta en Madelena;4;3;195;Madelena;Arborizadora;Arborizadora;$ 280.000.000
Apartamento;Apartamento en venta en Fontibon;3;1;44;Fontibon;Fontibon;Fontibon;$ 140.000.000
Casa;Casa en venta en Los Martires;5;6;320;Los Martires;La Sabana;La Sabana;$ 850.000.000
Casa;Casa en venta en Teusaquillo;8;4;550;Teusaquillo;Teusaquillo;Teusaquillo;$ 1.300.000.000
Oficina/Consultorio;Oficina/Consultorio en venta en Las Aguas;1;1;25;Las Aguas;La Candelaria;La Candelaria;$ 90.000.000
Casa;Casa en venta en Santa Fe;10;2;270;Santa Fe;SANTA FE: Las Nieves + Sagrado Corazon;SANTA FE;$ 3.000.000.000
Apartamento;Apartamento en venta en Chico Norte;1;2;57;Chico Norte;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 500.000.000
Apartamento;Apartamento en venta en Tunjuelito;2;1;51;Tunjuelito;Tunjuelito;Tunjuelito;$ 120.000.000
Apartamento;Apartamento en venta en El Chico;3;5;277;El Chico;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 2.500.000.000
Casa;Casa en venta en Kennedy;3;3;330;Kennedy;Kennedy Central;Kennedy Central;$ 2.500.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;4;196;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 998.000.000
Apartamento;Apartamento en venta en Barrios Unidos;3;3;138;Barrios Unidos;Los Andes;Los Andes;$ 914.300.000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;53;Barrios Unidos;Los Andes;Los Andes;$ 250.000.000
Apartamento;Apartamento en venta en Chico Reservado;3;4;192;Chico Reservado;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 850.000.000
Casa;Casa en venta en San Patricio;4;6;237;San Patricio;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 1.200.000.000
Apartamento;Apartamento en venta en Sotavento;2;2;57;Sotavento;CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo;CIUDAD BOLÍVAR;$ 280.000.000
Apartamento;Apartamento en venta en Pasadena ;3;3;115;Pasadena ;;0;$ 580.000.000
Apartamento;Apartamento en venta en Fontibon;3;2;43;Fontibon;Fontibon;Fontibon;$ 170.000.000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;66;Barrios Unidos;Los Andes;Los Andes;$ 237.000.000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;59;Barrios Unidos;Los Andes;Los Andes;$ 245.000.000
Apartamento;Apartamento en venta en Barrios Unidos;2;1;44;Barrios Unidos;Los Andes;Los Andes;$ 181.000.000
Apartamento;Apartamento en venta en Barrios Unidos;3;3;99;Barrios Unidos;Los Andes;Los Andes;$ 455.000.000
Casa;Casa en venta en Barrios Unidos;2;3;67;Barrios Unidos;Los Andes;Los Andes;$ 150.000.000
Apartamento;Apartamento en venta en Barrios Unidos;2;2;43;Barrios Unidos;Los Andes;Los Andes;$ 155.000.000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;89;Barrios Unidos;Los Andes;Los Andes;$ 460.000.000
Apartamento;Apartamento en venta en Chico Norte Ii;2;2;58;Chico Norte Ii;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 540.000.000
Apartamento;Apartamento en venta en Barrios Unidos;2;2;118;Barrios Unidos;Los Andes;Los Andes;$ 340.000.000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;92;Barrios Unidos;Los Andes;Los Andes;$ 278.000.000
Casa;Casa en venta en Ciudad Salitre;4;2;104;Ciudad Salitre;Ciudad Salitre Oriental;Ciudad Salitre Oriental;$ 790.000.000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;87;Barrios Unidos;Los Andes;Los Andes;$ 600.000.000
Apartamento;Apartamento en venta en Gran Granada;3;2;75;Gran Granada;Garcés Navas;Garcés Navas;$ 319.000.000
Apartamento;Apartamento en venta en Barrios Unidos;1;1;33;Barrios Unidos;Los Andes;Los Andes;$ 177.000.000
Apartamento;Apartamento en venta en Barrios Unidos;1;2;81;Barrios Unidos;Los Andes;Los Andes;$ 575.000.000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;92;Barrios Unidos;Los Andes;Los Andes;$ 700.000.000
Apartamento;Apartamento en venta en Barrios Unidos;3;1;44;Barrios Unidos;Los Andes;Los Andes;$ 132.000.000
Apartamento;Apartamento en venta en Barrios Unidos;3;2;75;Barrios Unidos;Los Andes;Los Andes;$ 413.500.000
Apartamento;Apartamento en venta en Barrios Unidos;2;2;78;Barrios Unidos;Los Andes;Los Andes;$ 412.000.000
Apartamento;Apartamento en venta en Barrios Unidos;3;1;53;Barrios Unidos;Los Andes;Los Andes;$ 120.000.000
Casa;Casa en venta en Cedritos;4;4;161;Cedritos;USAQUEN;USAQUEN;$ 620.000.000
Casa;Casa en venta en La Calleja;3;4;410;La Calleja;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 4.200.000.000
Apartamento;Apartamento en venta en Barrios Unidos;2;2;53;Barrios Unidos;Los Andes;Los Andes;$ 150.500.000
Casa;Casa en venta en Barrios Unidos;3;3;180;Barrios Unidos;Los Andes;Los Andes;$ 900.000.000
Apartamento;Apartamento en venta en Las Nieves;1;2;57;Las Nieves;SANTA FE: Las Nieves + Sagrado Corazon;SANTA FE;$ 230.000.000
Apartamento;Apartamento en venta en Barrios Unidos;2;1;41;Barrios Unidos;Los Andes;Los Andes;$ 96.000.000
Apartamento;Apartamento en venta en Suba;1;1;43;Suba;Suba;Suba;$ 270.000.000
Apartamento;Apartamento en venta en Niza;3;2;75;Niza;Niza;Niza;$ 270.000.000
Oficina/Consultorio;Oficina/Consultorio en venta en USAQUEN;1;1;37;USAQUEN;USAQUEN;USAQUEN;$ 315.000.000
Apartamento;Apartamento en venta en El Batan;2;2;75;El Batan;La Alhambra;La Alhambra;$ 447.500.000
Casa;Casa en venta en Fontibon;2;1;41;Fontibon;Fontibon;Fontibon;$ 150.000.000
Casa;Casa en venta en Bosque Popular;8;4;184;Bosque Popular;Las Ferias;Las Ferias;$ 800.000.000
Casa;Casa en venta en USAQUEN;4;4;168;USAQUEN;USAQUEN;USAQUEN;$ 720.000.000
Apartamento;Apartamento en venta en Puente Aranda;2;2;89;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;PUENTE ARANDA;$ 440.000.000
Apartamento;Apartamento en venta en Chapinero;2;2;102;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 844.000.000
Apartamento;Apartamento en venta en USAQUEN;2;2;48;USAQUEN;USAQUEN;USAQUEN;$ 360.000.000
Casa;Casa en venta en Zona Noroccidental;3;3;140;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 200.000.000
Casa;Casa en venta en Rafael Uribe Uribe;6;4;191;Rafael Uribe Uribe;Los Alcazares;Los Alcazares;$ 500.000.000
Apartamento;Apartamento en venta en Chapinero;3;4;201;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 1.500.000.000
Apartamento;Apartamento en venta en La Calleja;1;2;70;La Calleja;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 474.500.000
Casa;Casa en venta en Zona Noroccidental;4;5;437;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 1.500.000.000
Casa;Casa en venta en Costa Azul;4;2;96;Costa Azul;Suba;Suba;$ 240.000.000
Apartamento;Apartamento en venta en Chapinero Alto;1;2;87;Chapinero Alto;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 680.000.000
Apartamento;Apartamento en venta en USAQUEN;3;3;103;USAQUEN;USAQUEN;USAQUEN;$ 660.000.000
Casa;Casa en venta en Alhambra;4;5;360;Alhambra;La Alhambra;La Alhambra;$ 1.400.000.000
Casa;Casa en venta en Zona Noroccidental;4;5;415;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 4.500.000.000
Apartamento;Apartamento en venta en El Chico;3;2;118;El Chico;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 645.000.000
Casa;Casa en venta en Normandia;4;3;278;Normandia;ENGATIVÁ: Santa Cecilia + Jardin  Botanico;ENGATIVÁ;$ 980.000.000
Apartamento;Apartamento en venta en Cedritos;2;2;69;Cedritos;USAQUEN;USAQUEN;$ 420.000.000
Apartamento;Apartamento en venta en Normandia;3;2;90;Normandia;ENGATIVÁ: Santa Cecilia + Jardin  Botanico;ENGATIVÁ;$ 390.000.000
Casa;Casa en venta en Zona Noroccidental;7;3;210;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 240.000.000
Apartamento;Apartamento en venta en Chico Reservado;3;3;239;Chico Reservado;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 2.530.000.000
Apartamento;Apartamento en venta en USAQUEN;3;5;400;USAQUEN;USAQUEN;USAQUEN;$ 5.200.000.000
Apartamento;Apartamento en venta en Chapinero Alto;1;2;68;Chapinero Alto;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 638.000.000
Casa;Casa en venta en USAQUEN;4;3;361;USAQUEN;USAQUEN;USAQUEN;$ 1.200.000.000
Casa;Casa en venta en USAQUEN;4;2;206;USAQUEN;USAQUEN;USAQUEN;$ 1.100.000.000
Casa;Casa en venta en Castilla;3;3;94;Castilla;KENNEDY: Castilla + Bavaria;KENNEDY;$ 430.000.000
Casa;Casa en venta en Ciudad Salitre;4;5;316;Ciudad Salitre;Ciudad Salitre Oriental;Ciudad Salitre Oriental;$ 2.400.000.000
Apartamento;Apartamento en venta en USAQUEN;3;4;324;USAQUEN;USAQUEN;USAQUEN;$ 4.238.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;3;80;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 380.000.000
Apartamento;Apartamento en venta en Pinar De Suba;3;2;77;Pinar De Suba;Suba;Suba;$ 278.000.000
Apartamento;Apartamento en venta en Santa Barbara;3;3;165;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 979.999.000
Apartamento;Apartamento en venta en Chapinero Alto;3;3;125;Chapinero Alto;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 1.590.000.000
Casa;Casa en venta en Estrada;10;5;210;Estrada;Las Ferias;Las Ferias;$ 500.000.000
Apartamento;Apartamento en venta en Los Rosales;3;3;154;Los Rosales;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 850.000.000
Apartamento;Apartamento en venta en USAQUEN;4;4;156;USAQUEN;USAQUEN;USAQUEN;$ 960.000.000
Apartamento;Apartamento en venta en Ciudad Bolivar;3;2;56;Ciudad Bolivar;CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo;CIUDAD BOLÍVAR;$ 162.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;87;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 400.000.000
Apartamento;Apartamento en venta en Cedritos;3;4;123;Cedritos;USAQUEN;USAQUEN;$ 740.000.000
Apartamento;Apartamento en venta en USAQUEN;3;4;270;USAQUEN;USAQUEN;USAQUEN;$ 2.250.000.000
Apartamento;Apartamento en venta en Los Rosales;2;3;116;Los Rosales;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 800.000.000
Apartamento;Apartamento en venta en Kennedy;3;1;50;Kennedy;Kennedy Central;Kennedy Central;$ 155.000.000
Apartamento;Apartamento en venta en Bella Suiza;2;2;95;Bella Suiza;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 580.000.000
Apartamento;Apartamento en venta en El Retiro;3;4;270;El Retiro;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 2.500.000.000
Apartamento;Apartamento en venta en Parque Central Bavaria;1;2;45;Parque Central Bavaria;SANTA FE: Las Nieves + Sagrado Corazon;SANTA FE;$ 357.000.000
Apartamento;Apartamento en venta en USAQUEN;2;3;120;USAQUEN;USAQUEN;USAQUEN;$ 599.000.000
Casa;Casa en venta en Kennedy;3;8;417;Kennedy;Kennedy Central;Kennedy Central;$ 1.950.000.000
Apartamento;Apartamento en venta en USAQUEN;2;2;101;USAQUEN;USAQUEN;USAQUEN;$ 880.000.000
Apartamento;Apartamento en venta en Ciudad Bolivar;3;2;87;Ciudad Bolivar;CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo;CIUDAD BOLÍVAR;$ 470.000.000
Apartamento;Apartamento en venta en Kennedy;2;1;42;Kennedy;Kennedy Central;Kennedy Central;$ 147.000.000
Apartamento;Apartamento en venta en USAQUEN;1;1;38;USAQUEN;USAQUEN;USAQUEN;$ 215.000.000
Edificio;Edificio en venta en Santa Fe;4;5;423;Santa Fe;SANTA FE: Las Nieves + Sagrado Corazon;SANTA FE;$ 1.700.000.000
Apartamento;Apartamento en venta en USAQUEN;1;1;37;USAQUEN;USAQUEN;USAQUEN;$ 205.000.000
Casa;Casa en venta en Kennedy;4;2;163;Kennedy;Kennedy Central;Kennedy Central;$ 200.000.000
Casa;Casa en venta en Chapinero;1;1;511;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 3.200.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;4;119;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 840.000.000
Apartamento;Apartamento en venta en Chico Norte;1;1;68;Chico Norte;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 743.710.000
Apartamento;Apartamento en venta en Chico Norte;1;1;76;Chico Norte;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 834.460.000
Apartamento;Apartamento en venta en Suba;2;1;45;Suba;Suba;Suba;$ 160.000.000
Apartamento;Apartamento en venta en La Candelaria;1;1;33;La Candelaria;La Candelaria;La Candelaria;$ 270.000.000
Apartamento;Apartamento en venta en Nicolas De Federman;3;3;106;Nicolas De Federman;Teusaquillo;Teusaquillo;$ 570.000.000
Apartamento;Apartamento en venta en USAQUEN;2;1;47;USAQUEN;USAQUEN;USAQUEN;$ 170.000.000
Apartamento;Apartamento en venta en Los Rosales;2;2;103;Los Rosales;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 990.000.000
Casa;Casa en venta en Engativa;12;5;288;Engativa;Engativa;Engativa;$ 398.000.000
Casa;Casa en venta en Niza;2;4;380;Niza;Niza;Niza;$ 1.400.000.000
Apartamento;Apartamento en venta en Los Rosales;2;3;250;Los Rosales;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 1.900.000.000
Apartamento;Apartamento en venta en Chapinero;2;3;119;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 720.000.000
Apartamento;Apartamento en venta en Los Rosales;2;3;135;Los Rosales;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 1.150.000.000
Apartamento;Apartamento en venta en Los Rosales;3;3;164;Los Rosales;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 1.350.000.000
Apartamento;Apartamento en venta en Chico Norte;1;2;60;Chico Norte;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 535.000.000
Apartamento;Apartamento en venta en Chico Norte;1;2;56;Chico Norte;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 500.000.000
Apartamento;Apartamento en venta en Kennedy;3;2;62;Kennedy;Kennedy Central;Kennedy Central;$ 240.000.000
Apartamento;Apartamento en venta en Chico Reservado;3;4;184;Chico Reservado;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 1.200.000.000
Casa;Casa en venta en Castilla;4;2;65;Castilla;KENNEDY: Castilla + Bavaria;KENNEDY;$ 310.000.000
Apartamento;Apartamento en venta en Mirandela ;3;3;120;Mirandela ;SUBA: La Academia + Guaymaral + San José de Bavaria;SUBA;$ 350.000.000
Casa;Casa en venta en Zona Noroccidental;4;3;130;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 320.000.000
Apartamento;Apartamento en venta en Los Rosales;2;3;122;Los Rosales;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 1.450.000.000
Casa;Casa en venta en Chapinero Alto;6;6;455;Chapinero Alto;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 2.200.000.000
Apartamento;Apartamento en venta en Gran Granada;3;2;60;Gran Granada;Garcés Navas;Garcés Navas;$ 242.000.000
Casa;Casa en venta en USAQUEN;4;2;72;USAQUEN;USAQUEN;USAQUEN;$ 350.000.000
Casa;Casa en venta en Zona Noroccidental;4;3;98;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 400.000.000
Apartamento;Apartamento en venta en USAQUEN;2;2;75;USAQUEN;USAQUEN;USAQUEN;$ 185.000.000
Apartamento;Apartamento en venta en Suba;3;3;96;Suba;Suba;Suba;$ 485.000.000
Apartamento;Apartamento en venta en Cedritos;3;3;105;Cedritos;USAQUEN;USAQUEN;$ 494.000.000
Apartamento;Apartamento en venta en Suba;1;1;43;Suba;Suba;Suba;$ 270.000.000
Apartamento;Apartamento en venta en La Calleja;3;4;220;La Calleja;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 1.200.000.000
Apartamento;Apartamento en venta en USAQUEN;3;3;138;USAQUEN;USAQUEN;USAQUEN;$ 980.000.000
Apartamento;Apartamento en venta en Suba;4;5;346;Suba;Suba;Suba;$ 1.350.000.000
Apartamento;Apartamento en venta en Suba;3;3;121;Suba;Suba;Suba;$ 850.000.000
Apartamento;Apartamento en venta en Teusaquillo;1;1;42;Teusaquillo;Teusaquillo;Teusaquillo;$ 256.000.000
Apartamento;Apartamento en venta en Cedritos;1;2;55;Cedritos;USAQUEN;USAQUEN;$ 340.000.000
Apartamento;Apartamento en venta en Cedritos;2;2;76;Cedritos;USAQUEN;USAQUEN;$ 385.000.000
Casa;Casa en venta en La Candelaria;6;6;540;La Candelaria;La Candelaria;La Candelaria;$ 2.900.000.000
Oficina/Consultorio;Oficina/Consultorio en venta en Zona Noroccidental;5;4;300;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 970.000.000
Casa;Casa en venta en Zona Noroccidental;4;5;260;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 1.350.000.000
Apartamento;Apartamento en venta en Cedritos;1;1;65;Cedritos;USAQUEN;USAQUEN;$ 240.000.000
Edificio;Edificio en venta en Las Nieves;15;6;1800;Las Nieves;SANTA FE: Las Nieves + Sagrado Corazon;SANTA FE;$ 7.000.000.000
Casa;Casa en venta en Zona Noroccidental;4;6;583;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 2.650.000.000
Apartamento;Apartamento en venta en Los Rosales;3;3;145;Los Rosales;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 1.100.000.000
Casa;Casa en venta en Zona Noroccidental;4;5;500;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 2.700.000.000
Casa;Casa en venta en Zona Noroccidental;4;7;324;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 2.500.000.000
Apartamento;Apartamento en venta en Fontibon;3;4;160;Fontibon;Fontibon;Fontibon;$ 1.200.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;64;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 230.000.000
Casa;Casa en venta en Engativa;4;2;150;Engativa;Engativa;Engativa;$ 540.000.000
Casa;Casa en venta en Fontibon;3;3;133;Fontibon;Fontibon;Fontibon;$ 710.000.000
Casa;Casa en venta en Fontibon;5;3;133;Fontibon;Fontibon;Fontibon;$ 610.000.000
Apartamento;Apartamento en venta en Fontibon;3;1;50;Fontibon;Fontibon;Fontibon;$ 170.000.000
Casa;Casa en venta en Zona Noroccidental;5;4;170;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 1.700.000.000
Apartamento;Apartamento en venta en USAQUEN;3;2;63;USAQUEN;USAQUEN;USAQUEN;$ 240.000.000
Apartamento;Apartamento en venta en Suba;3;4;220;Suba;Suba;Suba;$ 1.299.000.000
Casa;Casa en venta en USAQUEN;3;3;277;USAQUEN;USAQUEN;USAQUEN;$ 900.000.000
Apartamento;Apartamento en venta en Chico Reservado;2;2;108;Chico Reservado;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 780.000.000
Apartamento;Apartamento en venta en Chapinero;3;4;259;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 2.500.000.000
Casa;Casa en venta en Engativa;3;3;236;Engativa;Engativa;Engativa;$ 750.000.000
Apartamento;Apartamento en venta en Chico Norte;2;2;61;Chico Norte;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 495.000.000
Casa;Casa en venta en Cedritos;3;3;158;Cedritos;USAQUEN;USAQUEN;$ 650.000.000
Apartamento;Apartamento en venta en El Retiro;3;3;198;El Retiro;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 1.000.000.000
Apartamento;Apartamento en venta en Chapinero Alto;2;2;53;Chapinero Alto;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 330.000.000
Apartamento;Apartamento en venta en USAQUEN;2;2;90;USAQUEN;USAQUEN;USAQUEN;$ 630.000.000
Casa;Casa en venta en Ciudad Salitre;5;4;167;Ciudad Salitre;Ciudad Salitre Oriental;Ciudad Salitre Oriental;$ 850.000.000
Apartamento;Apartamento en venta en USAQUEN;3;4;190;USAQUEN;USAQUEN;USAQUEN;$ 850.000.000
Lote;Lote en venta en Ricaurte;2;2;168;Ricaurte;La Sabana;La Sabana;$ 950.000.000
Casa;Casa en venta en Zona Noroccidental;5;3;284;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 900.000.000
